ChangesOfLane;AvgSpeed;Density;Flow
1.0;0.9264705882352942;0.4533333333333333;0.42
2.0;0.8985507246376812;0.46;0.41333333333333333
3.0;0.9054054054054054;0.49333333333333335;0.44666666666666666
5.0;0.7662337662337663;0.5133333333333333;0.3933333333333333
13.0;0.7631578947368421;0.5066666666666667;0.3866666666666667
16.0;0.6538461538461539;0.52;0.34
22.0;0.5555555555555556;0.54;0.30000000000000004
29.0;0.5476190476190477;0.56;0.3066666666666667
36.0;0.5116279069767442;0.5733333333333334;0.29333333333333333
38.0;0.5730337078651685;0.5933333333333334;0.34
42.0;0.5617977528089888;0.5933333333333334;0.33333333333333337
45.0;0.5444444444444444;0.6;0.3266666666666666
48.0;0.5280898876404494;0.5933333333333334;0.31333333333333335
49.0;0.5280898876404494;0.5933333333333334;0.31333333333333335
57.0;0.5113636363636364;0.5866666666666667;0.3
60.0;0.48863636363636365;0.5866666666666667;0.2866666666666667
65.0;0.5402298850574713;0.58;0.3133333333333333
67.0;0.5909090909090909;0.5866666666666667;0.3466666666666667
71.0;0.5955056179775281;0.5933333333333334;0.3533333333333334
72.0;0.5681818181818182;0.5866666666666667;0.33333333333333337
74.0;0.5730337078651685;0.5933333333333334;0.34
78.0;0.4943820224719101;0.5933333333333334;0.29333333333333333
84.0;0.5333333333333333;0.6;0.32
86.0;0.5054945054945055;0.6066666666666667;0.30666666666666664
91.0;0.5222222222222223;0.6;0.31333333333333335
93.0;0.4943820224719101;0.5933333333333334;0.29333333333333333
97.0;0.5393258426966292;0.5933333333333334;0.32
103.0;0.5454545454545454;0.5866666666666667;0.31999999999999995
108.0;0.5168539325842697;0.5933333333333334;0.3066666666666667
111.0;0.5227272727272727;0.5866666666666667;0.30666666666666664
117.0;0.5280898876404494;0.5933333333333334;0.31333333333333335
122.0;0.4943820224719101;0.5933333333333334;0.29333333333333333
124.0;0.5681818181818182;0.5866666666666667;0.33333333333333337
129.0;0.5227272727272727;0.5866666666666667;0.30666666666666664
134.0;0.4725274725274725;0.6066666666666667;0.2866666666666667
139.0;0.5384615384615384;0.6066666666666667;0.32666666666666666
142.0;0.5393258426966292;0.5933333333333334;0.32
146.0;0.5113636363636364;0.5866666666666667;0.3
152.0;0.5168539325842697;0.5933333333333334;0.3066666666666667
155.0;0.5;0.6;0.3
158.0;0.550561797752809;0.5933333333333334;0.3266666666666667
161.0;0.5054945054945055;0.6066666666666667;0.30666666666666664
165.0;0.5;0.5866666666666667;0.29333333333333333
169.0;0.5444444444444444;0.6;0.3266666666666666
171.0;0.5168539325842697;0.5933333333333334;0.3066666666666667
172.0;0.48863636363636365;0.5866666666666667;0.2866666666666667
177.0;0.48314606741573035;0.5933333333333334;0.2866666666666667
180.0;0.4943820224719101;0.5933333333333334;0.29333333333333333
184.0;0.4943820224719101;0.5933333333333334;0.29333333333333333
185.0;0.5795454545454546;0.5866666666666667;0.34
190.0;0.5333333333333333;0.6;0.32
192.0;0.5056179775280899;0.5933333333333334;0.30000000000000004
197.0;0.5333333333333333;0.6;0.32
199.0;0.5454545454545454;0.5866666666666667;0.31999999999999995
208.0;0.5056179775280899;0.5933333333333334;0.30000000000000004
213.0;0.5227272727272727;0.5866666666666667;0.30666666666666664
216.0;0.5;0.5866666666666667;0.29333333333333333
220.0;0.5568181818181818;0.5866666666666667;0.32666666666666666
224.0;0.5681818181818182;0.5866666666666667;0.33333333333333337
227.0;0.5494505494505495;0.6066666666666667;0.33333333333333337
227.0;0.5;0.5866666666666667;0.29333333333333333
234.0;0.5222222222222223;0.6;0.31333333333333335
239.0;0.48863636363636365;0.5866666666666667;0.2866666666666667
242.0;0.550561797752809;0.5933333333333334;0.3266666666666667
244.0;0.5056179775280899;0.5933333333333334;0.30000000000000004
245.0;0.48314606741573035;0.5933333333333334;0.2866666666666667
250.0;0.4943820224719101;0.5933333333333334;0.29333333333333333
253.0;0.5454545454545454;0.5866666666666667;0.31999999999999995
258.0;0.5402298850574713;0.58;0.3133333333333333
261.0;0.5340909090909091;0.5866666666666667;0.3133333333333333
265.0;0.5681818181818182;0.5866666666666667;0.33333333333333337
270.0;0.5340909090909091;0.5866666666666667;0.3133333333333333
274.0;0.5955056179775281;0.5933333333333334;0.3533333333333334
279.0;0.5795454545454546;0.5866666666666667;0.34
280.0;0.5730337078651685;0.5933333333333334;0.34
284.0;0.5909090909090909;0.5866666666666667;0.3466666666666667
290.0;0.5730337078651685;0.5933333333333334;0.34
294.0;0.5617977528089888;0.5933333333333334;0.33333333333333337
295.0;0.5333333333333333;0.6;0.32
299.0;0.5111111111111111;0.6;0.30666666666666664
307.0;0.4772727272727273;0.5866666666666667;0.28
309.0;0.5168539325842697;0.5933333333333334;0.3066666666666667
315.0;0.550561797752809;0.5933333333333334;0.3266666666666667
318.0;0.5333333333333333;0.6;0.32
321.0;0.5280898876404494;0.5933333333333334;0.31333333333333335
326.0;0.4666666666666667;0.6;0.27999999999999997
333.0;0.45555555555555555;0.6;0.2733333333333333
334.0;0.5168539325842697;0.5933333333333334;0.3066666666666667
337.0;0.5340909090909091;0.5866666666666667;0.3133333333333333
341.0;0.5555555555555556;0.6;0.3333333333333333
343.0;0.5340909090909091;0.5866666666666667;0.3133333333333333
346.0;0.5111111111111111;0.6;0.30666666666666664
353.0;0.5222222222222223;0.6;0.31333333333333335
358.0;0.4659090909090909;0.5866666666666667;0.2733333333333333
366.0;0.5681818181818182;0.5866666666666667;0.33333333333333337
368.0;0.5632183908045977;0.58;0.3266666666666666
372.0;0.550561797752809;0.5933333333333334;0.3266666666666667
375.0;0.48314606741573035;0.5933333333333334;0.2866666666666667
376.0;0.5113636363636364;0.5866666666666667;0.3
381.0;0.45454545454545453;0.5866666666666667;0.26666666666666666
